1,1398427141940,2014-04-25 07:59:01 UTC,2014-04-25
2,1152052020000,2006-07-04 18:27:00 UTC,2006-07-04
3,1383838895872,2013-11-07 10:41:35 UTC,2013-11-07
4,1379321502105,2013-09-16 04:51:42 UTC,2013-09-16
5,1370528027418,2013-06-06 10:13:47 UTC,2013-06-06
6,1305226815909,2011-05-12 15:00:15 UTC,2011-05-12
7,1405425291270,2014-07-15 07:54:51 UTC,2014-07-15
8,1387462718760,2013-12-19 09:18:38 UTC,2013-12-19
9,1409855051989,2014-09-04 14:24:11 UTC,2014-09-04
10,1397192868824,2014-04-11 01:07:48 UTC,2014-04-11
11,1352449545636,2012-11-09 03:25:45 UTC,2012-11-09
12,1407159345670,2014-08-04 09:35:45 UTC,2014-08-04
13,1392369555069,2014-02-14 04:19:15 UTC,2014-02-14
14,1232827121369,2009-01-24 14:58:41 UTC,2009-01-24
15,1382620281799,2013-10-24 09:11:21 UTC,2013-10-24
16,1316456536252,2011-09-19 14:22:16 UTC,2011-09-19
17,1410524414645,2014-09-12 08:20:14 UTC,2014-09-12
18,1386339760871,2013-12-06 09:22:40 UTC,2013-12-06
19,1399023443146,2014-05-02 05:37:23 UTC,2014-05-02
20,1409567936008,2014-09-01 06:38:56 UTC,2014-09-01
21,1404985517931,2014-07-10 05:45:17 UTC,2014-07-10
22,1343114358370,2012-07-24 03:19:18 UTC,2012-07-24
23,1354014415131,2012-11-27 06:06:55 UTC,2012-11-27
24,1340962778909,2012-06-29 05:39:38 UTC,2012-06-29
25,1335139953508,2012-04-22 20:12:33 UTC,2012-04-22
26,1294157487573,2011-01-04 11:11:27 UTC,2011-01-04
27,1410720517882,2014-09-14 14:48:37 UTC,2014-09-14
28,1410937232561,2014-09-17 03:00:32 UTC,2014-09-17
29,1405706976392,2014-07-18 14:09:36 UTC,2014-07-18
30,1391538791530,2014-02-04 13:33:11 UTC,2014-02-04
31,1366033628503,2013-04-15 09:47:08 UTC,2013-04-15
32,1372087774753,2013-06-24 11:29:34 UTC,2013-06-24
33,1393364090952,2014-02-25 16:34:50 UTC,2014-02-25
34,1401358328538,2014-05-29 06:12:08 UTC,2014-05-29
35,1409938213807,2014-09-05 13:30:13 UTC,2014-09-05
36,1343663633463,2012-07-30 11:53:53 UTC,2012-07-30
37,1346928101411,2012-09-06 06:41:41 UTC,2012-09-06
38,1404386713124,2014-07-03 07:25:13 UTC,2014-07-03
39,1319541089461,2011-10-25 07:11:29 UTC,2011-10-25
40,1397262191545,2014-04-11 20:23:11 UTC,2014-04-11
41,1376659744585,2013-08-16 09:29:04 UTC,2013-08-16
42,1406401786932,2014-07-26 15:09:46 UTC,2014-07-26
43,1277424840214,2010-06-24 20:14:00 UTC,2010-06-24
44,1386057310602,2013-12-03 02:55:10 UTC,2013-12-03
45,1393022317313,2014-02-21 17:38:37 UTC,2014-02-21
46,1390304763316,2014-01-21 06:46:03 UTC,2014-01-21
47,1363796712454,2013-03-20 12:25:12 UTC,2013-03-20
48,1246951808885,2009-07-07 03:30:08 UTC,2009-07-07
49,1410290339359,2014-09-09 15:18:59 UTC,2014-09-09
50,1379325135623,2013-09-16 05:52:15 UTC,2013-09-16
51,1374162790996,2013-07-18 11:53:10 UTC,2013-07-18
52,1402644272169,2014-06-13 03:24:32 UTC,2014-06-13
53,1384254539929,2013-11-12 06:08:59 UTC,2013-11-12
54,1300177868998,2011-03-15 04:31:08 UTC,2011-03-15
55,1382453721062,2013-10-22 10:55:21 UTC,2013-10-22
56,1395939325060,2014-03-27 12:55:25 UTC,2014-03-27
57,1400848811998,2014-05-23 08:40:11 UTC,2014-05-23
58,1159913040000,2006-10-03 18:04:00 UTC,2006-10-03
59,1168969740000,2007-01-16 12:49:00 UTC,2007-01-16
60,1384175201849,2013-11-11 08:06:41 UTC,2013-11-11
61,1404934635382,2014-07-09 15:37:15 UTC,2014-07-09
62,1314267300604,2011-08-25 06:15:00 UTC,2011-08-25
63,1387284737400,2013-12-17 07:52:17 UTC,2013-12-17
64,1404996903239,2014-07-10 08:55:03 UTC,2014-07-10
65,1397661442954,2014-04-16 11:17:22 UTC,2014-04-16
66,1385108165830,2013-11-22 03:16:05 UTC,2013-11-22
67,1392657870018,2014-02-17 12:24:30 UTC,2014-02-17
68,1392439032351,2014-02-14 23:37:12 UTC,2014-02-14
69,1393400934330,2014-02-26 02:48:54 UTC,2014-02-26
70,1370169218065,2013-06-02 06:33:38 UTC,2013-06-02
71,1391797638649,2014-02-07 13:27:18 UTC,2014-02-07
72,1390576378059,2014-01-24 10:12:58 UTC,2014-01-24
73,1381300506426,2013-10-09 02:35:06 UTC,2013-10-09
74,1404315330753,2014-07-02 11:35:30 UTC,2014-07-02
75,1376327523290,2013-08-12 13:12:03 UTC,2013-08-12
76,1391036050053,2014-01-29 17:54:10 UTC,2014-01-29
77,1293502233727,2010-12-27 21:10:33 UTC,2010-12-27
78,1288652723811,2010-11-01 19:05:23 UTC,2010-11-01
79,1380743162974,2013-10-02 15:46:02 UTC,2013-10-02
80,1311702764432,2011-07-26 13:52:44 UTC,2011-07-26
81,1398493581631,2014-04-26 02:26:21 UTC,2014-04-26
82,1390388421098,2014-01-22 06:00:21 UTC,2014-01-22
83,1240943346910,2009-04-28 14:29:06 UTC,2009-04-28
84,1405630590085,2014-07-17 16:56:30 UTC,2014-07-17
85,1147272060000,2006-05-10 10:41:00 UTC,2006-05-10
86,1234426147960,2009-02-12 03:09:07 UTC,2009-02-12
87,1400226192845,2014-05-16 03:43:12 UTC,2014-05-16
88,1257980336398,2009-11-11 17:58:56 UTC,2009-11-11
89,1368010625876,2013-05-08 06:57:05 UTC,2013-05-08
90,1394653660099,2014-03-12 15:47:40 UTC,2014-03-12
91,1330518742939,2012-02-29 07:32:22 UTC,2012-02-29
92,1401808451674,2014-06-03 11:14:11 UTC,2014-06-03
93,1326212734236,2012-01-10 11:25:34 UTC,2012-01-10
94,1403973635100,2014-06-28 12:40:35 UTC,2014-06-28
95,1393366429975,2014-02-25 17:13:49 UTC,2014-02-25
96,1400051717384,2014-05-14 03:15:17 UTC,2014-05-14
97,1397904102313,2014-04-19 06:41:42 UTC,2014-04-19
98,1390848269037,2014-01-27 13:44:29 UTC,2014-01-27
